longitude,latitude,f1,f2,f3,f4,f5,f6,t1,id,f2_div_f4,f6_div_f2,f5_cat
13.29,52.36,17.0,2634.0,1454.0,560.0,3.7976,641.0,275000.0,2294,4.7,0.24,3
14.59,52.23,16.0,2221.4102736512973,879.0,280.0,5.2146,1147.0,255200.0,2295,7.93,0.2050331686661962,4
14.62,52.21,7.0,1761.0,974.0,308.0,3.7261,309.0,83900.0,2296,5.72,0.18,3
14.39,52.16,28.0,1079.0,1358.0,285.0,2.52,306.0,131900.0,2297,3.79,0.28,2
14.31,52.53,16.0,1591.0,926.0,239.0,6.2452,225.0,266300.0,2298,6.66,0.14,4
14.51,52.54,25.0,182.0,71.0,52.0,1.0208,48.0,78600.0,2299,3.5,0.26,1
14.28,52.55,15.0,1206.0,677.0,270.0,3.9219,282.0,142600.0,2300,4.47,0.23,3
14.27,52.52,30.0,3306.0,1623.0,648.0,2.8614,629.0,145200.0,2301,5.1,0.19,2
14.24,52.79,13.0,2899.0,1946.0,579.0,2.9875,657.0,172000.0,2302,5.01,0.23,2
14.54,52.52,19.0,2460.0,1225.0,425.0,4.1576,405.0,141500.0,2303,5.79,0.16,3
13.66,52.51,24.0,2080.0,1976.0,478.0,2.6917,514.0,170000.0,2304,4.35,0.25,2
13.8,52.54,19.0,1215.0,1349.0,423.0,2.6607,360.0,226500.0,2305,2.87,0.3,2
13.99,52.68,22.0,1489.0,662.0,470.0,3.5179,436.0,197200.0,2306,3.17,0.29,3
13.83,52.15,9.0,5558.0,2717.0,1043.0,3.6455,1099.0,139200.0,2307,5.33,0.2,3
14.09,52.52,16.0,2396.0,1338.0,518.0,2.1653,526.0,78800.0,2308,4.63,0.22,2
14.06,52.54,22.0,3568.0,1952.0,938.0,3.1667,938.0,161000.0,2309,3.8,0.26,2
14.09,52.33,33.0,2095.0,941.0,304.0,5.761,342.0,259600.0,2310,6.89,0.16,4
13.88,52.39,35.0,2700.0,1995.0,383.0,4.9757,422.0,191930.9652894885,2311,7.05,0.16,4
13.94,52.39,17.0,4199.0,2020.0,630.0,6.1228,629.0,375700.0,2312,6.67,0.15,4
13.62,52.28,32.0,1657.0,2071.0,598.0,2.1135,579.0,152500.0,2313,2.77,0.2050331686661962,2
13.7,52.47,36.0,3511.0,2965.0,695.0,4.0878,664.0,186800.0,2314,5.05,0.19,3
13.64,52.38,22.0,2221.4102736512973,1225.2837321251593,430.14788333569305,3.665552516894221,457.5068800028618,191930.9652894885,2315,5.16,0.21,3
13.69,52.17,52.0,1004.0,590.0,226.0,4.2404,231.0,351000.0,2316,4.44,0.23,3
13.54,52.29,6.0,3416.0,1319.0,467.0,6.9326,493.0,324600.0,2317,7.31,0.14,5
13.82,52.22,19.0,1303.0,450.0,145.0,3.665552516894221,155.0,483100.0,2318,5.179789114699331,0.12,3
13.11,52.92,44.0,1527.0,608.0,245.0,4.0357,246.0,187800.0,2319,6.23,0.16,3
12.51,52.96,52.0,3104.0,1157.0,647.0,3.12,687.0,241400.0,2320,4.8,0.22,2
13.45,52.32,25.0,1305.0,789.0,235.0,3.2993,270.0,91100.0,2321,5.55,0.21,3
13.42,52.36,6.0,2221.4102736512973,2354.0,931.0,6.8869,959.0,263100.0,2322,2.39,0.2050331686661962,5
13.36,52.17,34.0,4272.0,2916.0,962.0,1.9829,996.0,82800.0,2323,4.44,0.23,2
13.72,51.95,15.0,1898.0,1527.0,381.0,4.4792,395.0,212500.0,2324,4.98,0.21,3
13.8,52.3,21.0,2535.0,1012.0,368.0,5.6177,383.0,183800.0,2325,6.89,0.15,4
14.72,52.02,46.0,2511.0,1583.0,469.0,3.0603,490.0,70800.0,2326,5.35,0.2,2
13.78,51.94,17.0,1564.0,713.0,362.0,1.6186,396.0,77100.0,2327,4.32,0.25,2
13.91,52.03,41.0,2331.0,1839.0,537.0,2.288,636.0,263500.0,2328,4.34,0.27,2
13.94,52.03,25.0,4209.0,2568.0,703.0,5.2882,731.0,223100.0,2329,5.99,0.17,4
13.59,51.92,5.0,2221.4102736512973,1225.2837321251593,430.14788333569305,5.7797,457.5068800028618,309200.0,2330,5.16,0.21,4
13.78,52.84,23.0,1986.0,826.0,260.0,7.7752,278.0,380000.0,2331,7.64,0.14,5
13.53,52.86,16.0,1566.0,652.0,287.0,1.9038,306.0,60800.0,2332,5.46,0.2,2
13.95,52.9,26.0,2762.0,1716.0,459.0,5.6062,496.0,226800.0,2333,6.02,0.18,4
14.1,52.95,18.0,3631.0,2357.0,757.0,2.875,947.0,184400.0,2334,4.8,0.26,2
14.12,52.92,22.0,1249.0,699.0,308.0,2.6033,335.0,121600.0,2335,4.06,0.27,2
13.71,52.74,50.0,1845.0,1109.0,335.0,2.8971,349.0,127800.0,2336,5.51,0.19,2
13.41,52.87,40.0,494.0,547.0,135.0,2.8015,114.0,114800.0,2337,3.66,0.23,2
13.98,53.17,25.0,1799.0,1225.2837321251593,538.0,3.0083,557.0,163500.0,2338,3.34,0.31,2
13.92,52.98,22.0,3369.0,2751.0,710.0,4.0474,771.0,182100.0,2339,4.75,0.23,3
13.64,53.1,19.0,3330.0,1837.0,915.0,3.0173,1010.0,393800.0,2340,3.64,0.3,2
14.04,52.86,34.0,1617.0,1530.0,500.0,2.6182,493.0,172600.0,2341,3.23,0.3,2
13.45,52.74,12.0,3738.0,2337.0,664.0,3.9647,710.0,135000.0,2342,5.63,0.19,3
13.43,52.72,16.0,568.0,307.0,116.0,2.1518,124.0,107400.0,2343,4.9,0.22,2
13.84,52.74,31.0,1484.0,1163.0,336.0,2.625,314.0,72100.0,2344,4.42,0.21,2
13.91,52.72,24.0,1438.0,665.0,416.0,2.975,454.0,191930.9652894885,2345,3.46,0.32,2
14.17,52.74,48.0,1766.0,1908.0,466.0,1.9872,497.0,168800.0,2346,3.79,0.28,2
14.1,52.69,52.0,2087.0,1197.0,488.0,3.0149,510.0,218400.0,2347,4.28,0.24,2
13.98,53.0,35.0,2189.0,1193.0,562.0,2.8042,607.0,240900.0,2348,3.9,0.28,2
14.11,53.14,52.0,1457.0,802.0,342.0,0.9566,389.0,69000.0,2349,4.26,0.27,1
14.3,53.06,34.0,2003.0,1226.0,443.0,3.0613,466.0,136700.0,2350,4.52,0.23,2
14.29,53.11,22.0,4162.0,1804.0,430.14788333569305,2.5459,457.5068800028618,179300.0,2351,5.179789114699331,0.11,2
14.37,53.21,43.0,1241.0,612.0,266.0,2.8194,240.0,81300.0,2352,4.67,0.19,2
13.05,52.43,19.0,3354.0,1948.0,682.0,3.0192,537.4777164400161,142300.0,2353,4.92,0.16,2
14.28,53.21,28.0,441.0,504.0,108.0,2.9107,106.0,152500.0,2354,4.08,0.24,2
14.29,53.28,13.0,2343.0,1347.0,405.0,4.0027,409.0,93100.0,2355,5.79,0.17,3
13.56,52.68,13.0,3056.0,1600.0,824.0,3.3003,861.0,207800.0,2356,3.71,0.28,3
13.57,52.58,20.0,3592.0,1865.0,781.0,2.0258,868.0,64800.0,2357,4.6,0.24,2
13.7,52.67,25.0,1719.0,1098.0,324.0,3.625,331.0,121800.0,2358,5.31,0.19,3
13.69,52.66,35.0,928.0,538.0,248.0,2.4583,264.0,197900.0,2359,3.74,0.28,2
13.68,52.75,25.0,2670.0,936.0,461.0,2.7717,527.0,354000.0,2360,5.79,0.2,2
13.2,52.75,34.0,2459.0,1139.0,463.0,4.0347,489.0,353600.0,2361,5.31,0.2,3
13.22,52.81,17.0,5654.0,2237.0,953.0,3.0465,1085.0,144100.0,2362,5.93,0.19,2
13.18,53.08,39.0,2390.0,1246.0,422.0,3.7857,444.0,245700.0,2363,5.66,0.19,3
13.17,53.0,7.0,3200.0,1522.0,470.0,4.6914,477.0,142200.0,2364,6.81,0.15,3
13.26,52.89,52.0,4001.0,1886.0,756.0,3.3239,809.0,350000.0,2365,5.29,0.2,3
13.17,52.86,50.0,2589.0,945.0,544.0,5.2519,569.0,376600.0,2366,4.76,0.22,4
13.3,53.21,37.0,1045.0,1666.0,337.0,1.7929,361.0,97200.0,2367,3.1,0.2050331686661962,2
13.29,53.1,34.0,2245.0,1849.0,429.0,3.5446,394.0,185500.0,2368,5.23,0.18,3
12.8,52.89,29.0,994.0,302.0,117.0,2.3125,226.0,67900.0,2369,5.179789114699331,0.23,2
12.76,52.97,29.0,3684.0,1225.2837321251593,430.14788333569305,1.6955,457.5068800028618,179700.0,2370,5.179789114699331,0.12,2
12.96,52.9,15.0,1036.0,395.0,157.0,5.8343,149.0,191930.9652894885,2371,6.6,0.14,4
12.66,52.94,31.0,1736.0,497.0,170.0,6.3835,250.0,407800.0,2372,5.179789114699331,0.14,4
12.81,53.13,44.0,1282.0,494.0,209.0,5.618,216.0,365900.0,2373,6.13,0.17,4
12.74,53.21,34.0,1411.0,1040.0,299.0,3.4338,292.0,195200.0,2374,4.72,0.21,3
12.22,52.89,16.0,4961.0,2654.0,804.0,4.2823,902.0,138300.0,2375,6.17,0.18,3
12.0,53.1,36.0,1184.0,672.0,241.0,1.9107,316.0,39800.0,2376,4.91,0.27,2
11.74,53.02,45.0,907.0,479.0,161.0,3.0862,188.0,79000.0,2377,5.63,0.21,2
11.84,53.07,36.0,1336.0,678.0,249.0,5.5789,258.0,292000.0,2378,5.37,0.19,4
12.19,53.18,8.0,446.0,188.0,68.0,3.665552516894221,62.0,465600.0,2379,6.56,0.14,3
11.47,53.1,15.0,3712.0,1888.0,890.0,3.6875,1005.0,209600.0,2380,4.17,0.27,3
12.33,53.08,6.0,3694.0,1554.0,527.0,6.8333,574.0,348000.0,2381,7.01,0.16,5
12.16,53.23,11.0,2521.0,1390.0,477.0,3.5265,521.0,124800.0,2382,5.29,0.21,3
12.31,53.31,44.0,603.0,588.0,218.0,2.0536,207.0,186400.0,2383,2.77,0.2050331686661962,2
13.79,53.32,29.0,1940.0,1070.0,332.0,3.6597,337.0,145600.0,2384,5.84,0.17,3
13.69,53.4,15.0,2376.0,1197.0,510.0,3.1417,538.0,74600.0,2385,4.66,0.23,2
13.89,53.3,18.0,2130.0,863.0,346.0,2.3571,545.0,79200.0,2386,6.16,0.26,2
14.12,53.32,31.0,2338.0,1225.2837321251593,631.0,2.6734,652.0,158500.0,2387,3.71,0.28,2
11.72,53.01,22.0,4423.0,1995.0,582.0,3.665552516894221,622.0,376200.0,2388,7.6,0.14,3
14.47,52.32,33.0,2199.0,827.0,319.0,6.1349,312.0,191930.9652894885,2389,6.89,0.14,4
14.47,52.34,35.0,2190.0,1154.0,401.0,3.8456,384.0,159800.0,2390,5.46,0.18,3
13.41,53.24,45.0,1434.0,735.0,518.0,1.5,627.0,162500.0,2391,2.77,0.2050331686661962,1
11.92,52.91,30.0,2685.0,951.0,523.0,2.6184,546.0,113900.0,2392,5.13,0.2,2
11.91,52.9,48.0,1001.0,605.0,175.0,1.8333,205.0,58200.0,2393,5.72,0.2,2
12.34,53.23,35.0,2353.0,1368.0,455.0,2.325,483.0,63200.0,2394,5.17,0.21,2
13.87,52.77,45.0,131.0,89.0,31.0,2.6071,28.0,112500.0,2395,4.23,0.21,2
13.72,53.05,9.0,2221.4102736512973,2239.0,972.0,3.24,457.5068800028618,264600.0,2396,2.29,0.21,3
13.22,51.84,29.0,1929.0,686.0,455.0,5.5347,523.0,191930.9652894885,2397,4.24,0.27,4
13.2,52.32,27.0,1515.0,1178.0,309.0,1.4432,358.0,48100.0,2398,4.9,0.24,1
13.16,52.19,35.0,1604.0,904.0,337.0,4.7411,334.0,336400.0,2399,4.76,0.21,3
13.18,52.2,26.0,2647.0,1422.0,522.0,3.7212,536.0,183800.0,2400,5.07,0.2,3
14.08,52.18,42.0,1385.0,740.0,274.0,2.6055,273.0,78000.0,2401,5.05,0.2,2
14.08,52.17,40.0,1821.0,777.0,441.0,2.3375,447.0,355200.0,2402,4.13,0.25,2
13.58,53.12,16.0,3158.0,1596.0,528.0,4.1739,515.0,131300.0,2403,5.98,0.16,3
13.57,53.1,23.0,1025.0,263.0,191.0,3.12,205.0,155000.0,2404,5.37,0.2,2
13.57,53.12,43.0,1683.0,2190.0,494.0,2.2391,520.0,152800.0,2405,3.41,0.31,2
14.63,51.87,30.0,1702.0,1966.0,442.0,1.5521,443.0,97500.0,2406,3.85,0.26,1
12.84,52.84,27.0,3410.0,2314.0,1086.0,3.4868,1156.0,165600.0,2407,3.14,0.2050331686661962,3
13.48117240917013,53.44,52.0,1145.0,334.0,138.0,3.665552516894221,133.0,405800.0,2408,5.179789114699331,0.12,3
12.19,54.09,52.0,795.0,1118.0,275.0,1.2175,308.0,131300.0,2409,2.89,0.2050331686661962,1
12.15,54.12,17.0,2395.0,1224.0,399.0,5.1182,410.0,249200.0,2410,6.0,0.17,4
12.34,52.65,34.0,1599.0,819.0,306.0,4.3194,294.0,197000.0,2411,5.23,0.18,3
13.66,52.7,39.0,759.0,883.0,226.0,2.125,215.0,143800.0,2412,3.36,0.28,2
13.65,52.7,3.0,2221.4102736512973,1225.2837321251593,430.14788333569305,4.538,457.5068800028618,278200.0,2413,5.16,0.21,3
13.45,53.15,50.0,1389.0,976.0,302.0,1.5882,364.0,327300.0,2414,4.6,0.26,1
13.48,53.82,26.0,3971.0,1792.0,723.0,2.7128,803.0,209900.0,2415,5.49,0.2,2
13.42,52.51012077939409,26.0,592.0,268.0,116.0,1.7596,121.0,120800.0,2416,5.1,0.2,2
12.1,53.94,14.0,3019.0,1639.0,582.0,1.5288,643.0,103400.0,2417,5.19,0.21,1
13.33,52.16,52.0,2053.0,900.0,417.0,3.0707,480.0,417900.0,2418,4.92,0.23,2
13.33,52.17,36.0,1925.0,1405.0,422.0,2.162,443.0,51900.0,2419,4.56,0.23,2
11.5,53.33,34.0,1261.0,1027.0,303.0,2.2946,315.0,88800.0,2420,4.16,0.25,2
11.5,53.32,5.0,2221.4102736512973,1225.2837321251593,430.14788333569305,4.5332,457.5068800028618,195500.0,2421,5.16,0.21,3
12.0,54.08,42.0,1761.0,480.0,255.0,5.3787,329.0,191930.9652894885,2422,6.91,0.19,4
12.0,54.09,46.0,2194.0,924.0,542.0,1.4028,563.0,68500.0,2423,4.05,0.26,1
12.0,54.07,28.0,1326.0,463.0,190.0,3.665552516894221,184.0,335200.0,2424,6.98,0.14,3
12.54,54.18,42.0,856.0,748.0,195.0,3.8,167.0,145800.0,2425,4.39,0.2,3
14.09,51.58,17.0,3583.0,1587.0,719.0,2.6979,700.0,75000.0,2426,4.98,0.2,2
11.73,53.82,23.0,1724.0,1336.0,542.0,1.3365,576.0,183300.0,2427,3.18,0.2050331686661962,1
13.45,53.08,17.0,4466.0,2166.0,666.0,6.979,640.0,330700.0,2428,6.71,0.14,5
12.87,52.19,45.0,1786.0,1475.0,460.0,1.7772,526.0,97500.0,2429,3.88,0.29,2
11.66,53.38,25.0,2845.0,1611.0,628.0,3.2049,710.0,267400.0,2430,4.53,0.25,3
11.61,54.0,35.0,1395.0,756.0,253.0,3.6181,264.0,178600.0,2431,5.51,0.19,3
12.5,53.19,38.0,1754.0,928.0,354.0,4.1417,382.0,270800.0,2432,4.95,0.22,3
12.5,53.21,35.0,1724.0,1079.0,394.0,4.5521,419.0,263800.0,2433,4.38,0.24,3
11.74,53.47,27.0,2722.0,1164.0,419.0,4.6591,468.0,239900.0,2434,6.5,0.17,3
14.11,53.67,20.0,1852.0,1712.0,556.0,1.4565,556.0,152500.0,2435,3.33,0.3,1
12.7,53.56,12.0,2221.4102736512973,1225.2837321251593,430.14788333569305,3.2447,457.5068800028618,142200.0,2436,5.16,0.21,3
12.69,53.58,41.0,685.0,266.0,123.0,5.2289,141.0,384600.0,2437,5.57,0.21,4
11.55,53.96,10.0,3674.0,1864.0,718.0,2.6145,734.0,80300.0,2438,5.12,0.2,2
12.51,53.58,13.0,3651.0,1311.0,435.0,7.5402,465.0,340300.0,2439,5.179789114699331,0.13,5
12.93,54.02,52.0,1075.0,519.0,210.0,3.0769,249.0,230900.0,2440,5.12,0.23,2
14.12,52.32,49.0,702.0,458.0,187.0,4.8958,537.4777164400161,333600.0,2441,3.75,0.2050331686661962,4
14.12,52.3,33.0,4979.0,2575.0,874.0,3.7958,934.0,152500.0,2442,5.7,0.19,3
14.13,52.3,26.0,1113.0,689.0,234.0,3.0486,222.0,83600.0,2443,4.76,0.2,2
12.54,54.16,16.0,2221.4102736512973,1225.2837321251593,430.14788333569305,3.3703,457.5068800028618,228700.0,2444,5.16,0.21,3
13.48117240917013,53.25,19.0,2221.4102736512973,2824.0,1068.0,6.0873,1139.0,277300.0,2445,5.179789114699331,0.2050331686661962,4
13.48117240917013,53.25,50.0,1527.0,728.0,322.0,2.625,338.0,203200.0,2446,4.74,0.22,2
13.32,53.97,30.0,1671.0,966.0,282.0,3.1333,319.0,100000.0,2447,5.93,0.19,2
13.48117240917013,53.89,43.0,1165.0,1279.0,303.0,1.9615,317.0,141700.0,2448,3.84,0.27,2
13.49,53.49,27.0,1004.0,470.0,192.0,2.8942,192.0,116700.0,2449,5.23,0.19,2
11.77,54.01,18.0,2739.0,1072.0,374.0,6.1436,393.0,259500.0,2450,7.32,0.14,4
12.98,53.76,36.0,2452.0,2664.0,667.0,0.9298,734.0,100000.0,2451,3.68,0.3,1
13.76,53.8,52.0,1135.0,441.0,200.0,7.5418,219.0,191930.9652894885,2452,5.68,0.19,5
12.42,53.82,27.0,968.0,587.0,231.0,1.6071,240.0,55000.0,2453,4.19,0.25,2
13.48117240917013,53.32,10.0,1832.0,1664.0,429.0,2.0227,455.0,53300.0,2454,4.27,0.25,2
12.26,53.16,10.0,1564.0,643.0,347.0,2.7031,397.0,150000.0,2455,4.51,0.25,2
12.73,53.16,18.0,1746.0,1268.0,404.0,3.256,437.0,183300.0,2456,4.32,0.25,3
14.27,52.37,32.0,1260.0,560.0,207.0,6.5858,199.0,346700.0,2457,6.09,0.16,5
14.28,52.38,36.0,2074.0,954.0,363.0,3.1136,349.0,73800.0,2458,5.71,0.17,2
14.42,52.46,48.0,2539.0,930.0,364.0,4.7269,425.0,303900.0,2459,6.98,0.17,3
13.48117240917013,53.75,14.0,3338.0,1373.0,562.0,3.67,608.0,160100.0,2460,5.94,0.18,3
12.29,53.63,24.0,3305.0,2085.0,881.0,2.6641,982.0,168200.0,2461,3.75,0.3,2
13.36,54.0,49.0,1320.0,1405.0,328.0,2.4375,309.0,114000.0,2462,4.02,0.23,2
13.34,54.0,19.0,961.0,479.0,138.0,3.3438,218.0,156300.0,2463,6.96,0.23,3
12.72,53.92,30.0,2211.0,844.0,343.0,6.0666,346.0,311500.0,2464,6.45,0.16,4
13.25,54.05,37.0,1053.0,939.0,267.0,3.1989,266.0,320800.0,2465,3.94,0.25,2
11.6,53.21,13.0,3474.0,2149.0,821.0,1.9528,927.0,85300.0,2466,4.23,0.27,2
13.23,53.96,10.0,423.0,295.0,94.0,1.3583,110.0,85200.0,2467,4.5,0.26,1
11.75,53.96,34.0,2420.0,917.0,392.0,6.5881,391.0,394400.0,2468,6.17,0.16,5
11.57,53.19,52.0,1437.0,836.0,257.0,3.6286,298.0,165500.0,2469,5.59,0.21,3
12.46,53.8,14.0,2125.0,1067.0,360.0,3.6333,348.0,116200.0,2470,5.9,0.16,3
13.67,52.51012077939409,38.0,3230.0,1225.2837321251593,827.0,2.629,840.0,171600.0,2471,3.91,0.26,2
13.16,53.5,36.0,2332.0,1225.2837321251593,927.0,2.2612,993.0,230400.0,2472,2.52,0.2050331686661962,2
13.14,53.48,7.0,4458.0,1731.0,704.0,6.126,731.0,285600.0,2473,6.33,0.16,4
13.82,52.47,16.0,2605.0,1352.0,408.0,4.1947,440.0,140300.0,2474,6.38,0.17,3
13.83,52.48,27.0,2427.0,1301.0,438.0,5.0385,403.0,277300.0,2475,5.54,0.17,4
12.86,52.95,14.0,1954.0,917.0,316.0,3.1523,368.0,93300.0,2476,6.18,0.19,2
12.84,52.95,35.0,1631.0,862.0,368.0,3.6007,356.0,261800.0,2477,4.43,0.22,3
12.83,52.95,28.0,833.0,349.0,210.0,3.067,230.0,375000.0,2478,3.97,0.28,2
12.84,52.96,26.0,2033.0,618.0,450.0,2.5685,463.0,80400.0,2479,4.52,0.23,2
12.23,53.65,36.0,690.0,299.0,109.0,4.0313,105.0,195500.0,2480,6.33,0.15,3
13.59,53.81,52.0,2787.0,1057.0,364.0,3.665552516894221,353.0,191930.9652894885,2481,7.66,0.13,3
13.58,53.81,35.0,1579.0,734.0,264.0,5.5,243.0,201000.0,2482,5.98,0.15,4
12.39,54.07,26.0,1874.0,1834.0,432.0,1.6486,416.0,55200.0,2483,4.34,0.22,2
11.57,53.77,10.0,304.0,161.0,61.0,2.1964,63.0,112500.0,2484,4.98,0.21,2
11.54,53.76,18.0,5238.0,3032.0,1065.0,4.4583,1083.0,190100.0,2485,4.92,0.21,3
12.73,53.58,12.0,2363.0,1211.0,396.0,3.8967,408.0,172600.0,2486,5.97,0.17,3
12.35,53.51,42.0,657.0,526.0,132.0,2.5,147.0,110200.0,2487,4.98,0.22,2
12.36,53.51,29.0,2644.0,1372.0,450.0,5.0544,464.0,261800.0,2488,5.88,0.18,4
12.1,53.61,45.0,1613.0,865.0,336.0,3.25,338.0,151100.0,2489,4.8,0.21,3
13.88,52.29,12.0,4281.0,1891.0,721.0,3.5769,786.0,231800.0,2490,5.94,0.18,3
12.6,54.04,21.0,2845.0,599.0,250.0,4.3125,552.0,191930.9652894885,2491,5.179789114699331,0.19,3
13.48117240917013,53.64,37.0,742.0,729.0,144.0,3.055,151.0,105400.0,2492,5.15,0.2,2
12.49,54.15,52.0,2242.0,751.0,464.0,4.75,459.0,191930.9652894885,2493,4.83,0.2,3
12.65,53.8,36.0,2030.0,1142.0,357.0,3.7763,369.0,126900.0,2494,5.69,0.18,3
13.24,53.85,11.0,2560.0,952.0,448.0,4.0625,445.0,87500.0,2495,5.71,0.17,3
13.62,53.8,40.0,826.0,389.0,147.0,7.1845,143.0,438100.0,2496,5.62,0.17,5
13.29,54.07,24.0,3794.0,2225.0,864.0,2.8068,848.0,95300.0,2497,4.39,0.22,2
12.61,53.93,28.0,1153.0,1043.0,357.0,1.0801,420.0,75000.0,2498,3.23,0.2050331686661962,1
13.48117240917013,53.49,8.0,2221.4102736512973,1225.2837321251593,430.14788333569305,7.4837,457.5068800028618,358700.0,2499,5.16,0.21,5
14.43,52.42,46.0,2676.0,1022.0,395.0,6.4288,427.0,295500.0,2500,6.77,0.16,5
14.42,52.41,44.0,2017.0,958.0,382.0,6.1014,343.0,480100.0,2501,5.28,0.17,4
14.28,52.69,20.0,3168.0,1390.0,490.0,5.0,514.0,154800.0,2502,6.47,0.16,4
14.27,52.68,11.0,3664.0,1686.0,613.0,2.9338,647.0,141600.0,2503,5.98,0.18,2
14.26,52.68,30.0,4367.0,2524.0,954.0,3.0448,1033.0,192100.0,2504,4.58,0.24,2
13.2,51.48,25.0,1808.0,1342.0,454.0,3.025,440.0,156900.0,2505,3.98,0.24,2
14.59,52.59,52.0,936.0,990.0,354.0,1.1122,454.0,187500.0,2506,2.64,0.2050331686661962,1
14.03,51.65,19.0,5163.0,2680.0,430.14788333569305,2.2482,457.5068800028618,114500.0,2507,5.179789114699331,0.09,2
12.0,53.84,27.0,4286.0,2863.0,1033.0,3.3125,1071.0,222800.0,2508,4.15,0.25,3
14.16,53.96,36.0,1146.0,1173.0,272.0,3.6016,259.0,153800.0,2509,4.21,0.23,3
13.48117240917013,53.66,52.0,2203.0,1238.0,403.0,4.4306,430.0,225800.0,2510,5.47,0.2,3
14.13,53.97,15.0,1716.0,914.0,672.0,1.0612,702.0,300000.0,2511,2.55,0.2050331686661962,1
13.95,53.57,33.0,1113.0,424.0,137.0,3.665552516894221,145.0,191930.9652894885,2512,8.12,0.13,3
12.04,53.84,34.0,161.0,66.0,33.0,1.0,48.0,187500.0,2513,4.88,0.3,1
14.03,53.72,33.0,1253.0,753.0,236.0,1.756,238.0,86400.0,2514,5.31,0.19,2
12.72,53.33,3.0,2221.4102736512973,3068.0,430.14788333569305,6.1395,457.5068800028618,358000.0,2515,5.16,0.21,4
13.1,53.35,16.0,2056.0,847.0,569.0,2.9576,631.0,92200.0,2516,3.61,0.31,2
13.07,52.51012077939409,23.0,1712.0,1370.0,377.0,1.275,403.0,60400.0,2517,4.54,0.24,1
13.48117240917013,53.85,25.0,2652.0,1062.0,334.0,7.5898,335.0,330200.0,2518,7.94,0.13,5
13.48117240917013,53.8,34.0,2358.0,1157.0,461.0,3.3618,498.0,174600.0,2519,5.11,0.21,3
13.07,54.24,26.0,3106.0,1396.0,576.0,3.1736,603.0,122200.0,2520,5.39,0.19,2
13.9,54.07,33.0,1469.0,1318.0,349.0,1.7104,370.0,59000.0,2521,4.21,0.25,2
13.14,52.51012077939409,47.0,2090.0,1053.0,377.0,3.5673,387.0,310300.0,2522,5.54,0.19,3
13.13,52.51012077939409,29.0,1243.0,836.0,277.0,1.8355,312.0,74200.0,2523,4.49,0.25,2
13.27,51.42,33.0,1194.0,839.0,230.0,3.705,229.0,185800.0,2524,5.19,0.19,3
12.44,51.0,12.0,5048.0,883.0,391.0,5.6918,842.0,231300.0,2525,5.179789114699331,0.17,4
13.11,53.76,33.0,1009.0,1027.0,246.0,2.5993,238.0,68000.0,2526,4.1,0.24,2
12.76,54.26,34.0,2840.0,1127.0,396.0,7.6144,395.0,376200.0,2527,7.17,0.14,5
13.16,54.18,25.0,4061.0,1623.0,527.0,7.1572,545.0,294900.0,2528,7.71,0.13,5
11.79,54.04,40.0,1082.0,1085.0,273.0,1.7054,318.0,117200.0,2529,3.96,0.29,2
13.77,54.06,40.0,1323.0,684.0,229.0,3.2206,243.0,145800.0,2530,5.78,0.18,3
13.73,52.92,46.0,1680.0,1570.0,435.0,2.0436,453.0,82300.0,2531,3.86,0.27,2
13.72,52.91,27.0,2224.0,1594.0,625.0,3.0833,618.0,315500.0,2532,3.56,0.28,2
12.35,53.35,13.0,3616.0,2189.0,620.0,3.7949,665.0,106300.0,2533,5.83,0.18,3
13.72,52.92,30.0,227.0,169.0,101.0,1.3527,75.0,60000.0,2534,2.25,0.2050331686661962,1
13.37,52.51012077939409,39.0,2191.0,1307.0,499.0,1.6483,493.0,60800.0,2535,4.39,0.23,2
13.34,52.51012077939409,31.0,1007.0,563.0,185.0,3.625,181.0,91300.0,2536,5.44,0.18,3
13.31,52.51012077939409,22.0,2185.0,1644.0,606.0,2.593,623.0,192000.0,2537,3.61,0.29,2
13.35,52.51012077939409,30.0,2221.4102736512973,2768.0,430.14788333569305,2.1383,457.5068800028618,78800.0,2538,5.16,0.21,2
12.19,53.48,44.0,1712.0,691.0,293.0,4.3594,314.0,221300.0,2539,5.84,0.18,3
13.68,52.51012077939409,30.0,2992.0,1288.0,465.0,3.9375,609.0,292900.0,2540,6.43,0.2,3
13.24,53.69,43.0,1711.0,1190.0,429.0,3.5172,443.0,265500.0,2541,3.99,0.26,3
13.25,53.7,38.0,3166.0,1351.0,561.0,3.5404,575.0,91600.0,2542,5.64,0.18,3
13.26,53.69,13.0,4491.0,1657.0,667.0,5.259,689.0,249400.0,2543,6.73,0.15,4
13.21,53.68,48.0,2365.0,1034.0,475.0,3.1065,490.0,229200.0,2544,4.98,0.21,2
13.21,53.67,43.0,2257.0,1418.0,442.0,4.5278,429.0,181800.0,2545,5.11,0.19,3
13.27,53.67,17.0,1621.0,706.0,338.0,2.3684,350.0,150000.0,2546,4.8,0.22,2
13.17,53.68,39.0,1489.0,743.0,270.0,4.8611,282.0,456100.0,2547,5.51,0.19,4
12.57,54.26,19.0,1000.0,572.0,230.0,2.4028,211.0,112500.0,2548,4.35,0.21,2
12.56,54.27,41.0,3545.0,1221.0,651.0,4.3,698.0,191930.9652894885,2549,5.45,0.2,3
12.55,54.27,3.0,2850.0,1024.0,515.0,6.0115,544.0,175000.0,2550,5.53,0.19,4
