longitude,latitude,f1,f2,f3,f4,f5,f6,t1,id
13.89,52.03,12,2497.0,1153,462,2.8182,491.0,126900,1436
13.81,51.9,30,3227.0,1260,684,4.125,733.0,257100,1437
13.76,52.97,14,9849.0,4356,1780,3.5877,1887.0,160900,1438
13.66,52.23,13,1583.0,1672,432,3.2303,474.0,201300,1439
13.63,52.23,41,1309.0,534,228,5.1708,221.0,418800,1440
13.63,52.22,14,2523.0,1297,525,2.3886,545.0,138100,1441
13.6,52.22,39,3622.0,1330,648,3.3125,745.0,425500,1442
13.57,52.24,19,3351.0,1578,542,3.2917,589.0,160100,1443
13.59,52.21,18,5584.0,2250,1158,1.5823,1303.0,72400,1444
13.58,52.21,8,2405.0,1594,517,3.0789,537.0,114200,1445
13.66,52.17,18,2123.0,1576,599,1.5735,606.0,110000,1446
13.6,52.31,14,4136.0,2026,788,3.2344,886.0,128200,1447
13.71,52.18,25,2228.0,1130,481,2.5363,534.0,124600,1448
13.76,52.11,14,3064.0,1681,503,4.4347,496.0,160300,1449
13.78,52.21,24,4496.0,1928,855,4.6808,877.0,245500,1450
13.6,52.12,23,1995.0,707,293,8.6677,306.0,332700,1451
13.77,52.24,25,2578.0,2082,565,1.7159,634.0,62200,1452
13.9,52.1,34,3676.0,2653,682,2.5804,697.0,92400,1453
13.89,52.08,21,1435.0,668,267,2.5667,294.0,77400,1454
13.84,52.15,21,7031.0,2930,1235,4.5213,1249.0,228400,1455
13.88,52.08,18,1511.0,1062,304,2.3438,315.0,89400,1456
13.9,52.06,34,1799.0,1293,355,3.692,362.0,145200,1457
13.54,52.63,44,202.0,142,39,4.35,42.0,68300,1458
13.56,52.64,35,574.0,610,147,3.3182,116.0,133300,1459
13.54,52.65,13,3853.0,1685,669,3.9024,761.0,122400,1460
13.58,52.66,31,1997.0,826,301,6.8927,299.0,500001,1461
13.62,52.61,37,1588.0,692,245,4.8594,272.0,220300,1462
13.68,52.62,30,1700.0,1719,459,2.227,504.0,91900,1463
13.53,52.67,24,1983.0,2251,574,2.4792,651.0,200000,1464
13.49,52.67,34,1709.0,2105,503,1.9704,562.0,152100,1465
13.48,52.69,18,1564.0,1161,343,2.1792,340.0,55200,1466
13.47,52.68,34,1060.0,1215,250,2.0804,276.0,84700,1467
13.5,52.32,12,4695.0,2153,989,4.6483,1110.0,190800,1468
13.58,52.18,32,1300.0,712,249,3.25,234.0,107500,1469
13.56,52.29,3,39320.0,16305,5358,4.9516,6210.0,153700,1470
13.42,52.19,29,1029.0,509,196,2.0156,239.0,62800,1471
13.39,52.37,28,1847.0,2263,473,1.5161,500.0,103200,1472
13.62,51.75,38,2139.0,1138,412,4.2917,426.0,168900,1473
13.26,51.9,37,1538.0,867,285,3.0729,298.0,128700,1474
13.3,51.89,31,2717.0,1001,381,9.281,376.0,500001,1475
13.26,51.83,18,4845.0,1634,734,8.1489,735.0,499000,1476
12.83,52.26,33,3240.0,1809,616,2.3934,654.0,71900,1477
13.8,52.26,44,2060.0,819,355,2.8795,414.0,77000,1478
13.8,52.24,36,2963.0,1129,745,2.5588,838.0,500001,1479
13.76,52.24,43,5963.0,4367,1231,2.1917,1344.0,112800,1480
13.81,52.26,40,2894.0,1063,409,6.939,395.0,372000,1481
13.79,52.3,8,569.0,312,96,4.3021,97.0,94500,1482
13.75,52.31,35,1649.0,746,360,4.6293,355.0,356500,1483
13.85,52.27,36,2392.0,1346,445,6.0088,444.0,245900,1484
12.85,52.23,26,1561.0,817,242,5.477,212.0,209100,1485
12.82,52.2,52,2501.0,748,349,6.6343,362.0,500001,1486
12.86,52.3,28,3085.0,1176,480,7.9794,499.0,426100,1487
12.85,52.29,43,3056.0,3920,1304,1.925,1345.0,300000,1488
13.62,52.11,5,1087.0,623,362,1.8061,338.0,113400,1489
13.47,52.17,38,1892.0,1175,374,1.9939,394.0,65800,1490
13.52,52.11,30,2296.0,847,322,6.7192,329.0,397500,1491
13.46,52.14,24,4879.0,1777,754,5.9055,756.0,477300,1492
13.54,52.02,51,2378.0,1083,494,1.577,584.0,51900,1493
13.58,52.03,35,2160.0,1694,403,3.8581,399.0,163100,1494
13.36,52.16,16,808.0,371,145,6.0767,137.0,216400,1495
13.27,52.68,17,4363.0,1640,989,3.9531,1041.0,417600,1496
13.25,52.71,22,5042.0,2260,935,4.3472,974.0,351200,1497
13.28,52.7,25,1785.0,750,251,6.8407,248.0,266700,1498
13.26,52.65,7,16010.0,7139,2426,3.8056,2726.0,162200,1499
12.94,52.04,15,4846.0,2797,823,4.9375,825.0,180400,1500
13.69,52.03,37,1495.0,858,275,2.9306,292.0,46300,1501
13.51,52.06,18,3009.0,2317,659,1.6375,740.0,72400,1502
13.06,52.39,42,907.0,822,288,1.2875,378.0,179200,1503
12.66,52.02,17,4001.0,2313,756,3.0441,814.0,140100,1504
13.48,52.89,33,2046.0,1018,320,4.2292,327.0,212800,1505
13.28,53.05,24,225.0,439,71,2.8533,72.0,137500,1506
14.43,53.24,45,2249.0,944,429,3.0625,412.0,260300,1507
12.4,53.07,17,1671.0,678,206,13.1107,192.0,467600,1508
12.01,53.15,15,991.0,419,170,3.5469,277.0,82500,1509
11.49,53.1,18,909.0,661,176,3.1696,198.0,77400,1510
13.29,52.19,19,5430.0,2496,1484,2.9112,1593.0,199100,1511
13.24,52.25,15,1430.0,704,322,1.9571,343.0,162500,1512
13.34,52.16,27,4724.0,2394,738,5.5954,793.0,261400,1513
13.4,52.18,18,3698.0,2046,614,6.2984,574.0,269800,1514
13.45,52.22,16,1538.0,835,259,5.5779,260.0,234800,1515
13.45,52.24,21,4192.0,2101,710,4.4306,752.0,159100,1516
13.52,52.22,16,3273.0,1305,671,4.1368,670.0,151000,1517
13.43,52.22,13,2795.0,1869,690,2.1767,773.0,101800,1518
13.41,52.37,18,742.0,343,119,3.1563,142.0,98400,1519
13.39,52.33,27,508.0,263,81,3.1136,93.0,183300,1520
13.42,52.34,17,1853.0,351,208,5.2742,392.0,230700,1521
13.38,52.37,32,1591.0,1818,306,4.2969,320.0,145800,1522
13.44,52.34,36,2064.0,1366,421,4.1,474.0,243100,1523
13.45,52.31,52,408.0,313,143,1.815,143.0,116700,1524
13.35,52.35,21,2196.0,1215,477,4.8,504.0,196900,1525
13.44,52.3,29,2304.0,1021,552,2.5362,618.0,203800,1526
13.38,52.3,30,4174.0,1818,705,5.5951,739.0,402900,1527
13.37,52.37,17,1740.0,1158,412,2.8649,445.0,137500,1528
13.59,52.65,28,2948.0,1445,524,5.3743,566.0,286500,1529
13.35,52.34,42,5518.0,1863,957,8.5842,979.0,500001,1530
13.52,52.6,17,1312.0,836,337,1.6686,394.0,112500,1531
12.94,52.07,21,4193.0,2487,1011,3.7188,1068.0,293000,1532
13.31,52.31,36,1328.0,823,273,4.5648,287.0,193700,1533
13.31,52.29,33,278.0,266,56,0.8941,71.0,98200,1534
13.41,52.29,34,1367.0,796,319,2.8269,329.0,61100,1535
12.99,52.02,52,941.0,414,171,2.1429,184.0,69900,1536
13.05,52.0,17,7187.0,3844,1068,6.5901,1073.0,337400,1537
13.48,51.99,24,1438.0,1294,342,2.7829,351.0,61800,1538
13.6,52.04,20,1519.0,1681,370,2.1759,376.0,58100,1539
13.74,51.94,52,1049.0,374,176,4.1458,185.0,248500,1540
13.2,51.9,30,962.0,1280,263,1.4464,291.0,110200,1541
13.38,51.86,14,6787.0,3416,1357,3.5943,1454.0,262400,1542
13.35,51.88,36,1705.0,871,296,4.6184,299.0,179800,1543
13.37,52.14,39,1473.0,1108,294,4.1389,297.0,166000,1544
13.41,52.15,33,1453.0,677,237,4.0962,250.0,170200,1545
12.88,51.96,11,1994.0,849,411,4.0187,477.0,235600,1546
12.98,51.96,42,2051.0,878,318,4.3553,334.0,185700,1547
13.03,51.93,26,1170.0,830,216,2.6458,238.0,127500,1548
13.06,51.9,21,7628.0,3637,1749,3.6401,2166.0,267500,1549
13.07,51.89,31,1277.0,600,241,1.7292,263.0,61700,1550
14.24,52.16,26,5321.0,2932,896,5.8914,889.0,237600,1551
14.24,52.19,32,4498.0,1818,851,4.8088,862.0,321200,1552
14.33,52.17,52,2151.0,1146,603,1.4034,664.0,90300,1553
13.23,51.95,12,4776.0,4601,1066,2.9184,1082.0,100500,1554
12.92,52.39,46,860.0,496,147,3.5167,130.0,137500,1555
14.12,52.22,36,2679.0,1605,533,3.5313,548.0,213200,1556
13.07,52.01,32,1650.0,1124,290,3.1838,328.0,98600,1557
13.06,51.99,30,833.0,358,143,6.8198,164.0,493800,1558
14.21,52.21,30,2019.0,2481,484,3.1875,551.0,154200,1559
14.22,52.11,52,1741.0,753,377,2.0064,401.0,77900,1560
12.98,51.94,10,2067.0,845,354,1.8214,450.0,80100,1561
14.02,52.04,52,1749.0,837,391,2.325,422.0,109700,1562
14.19,52.12,38,3235.0,1284,752,2.9384,769.0,304100,1563
14.44,52.28,23,2491.0,863,348,6.7196,350.0,306800,1564
13.12,52.01,18,2821.0,1636,615,2.3333,628.0,84000,1565
13.77,51.98,14,2799.0,2294,596,2.6343,537.4777164400161,81500,1566
13.09,51.95,47,2373.0,990,444,4.175,461.0,98300,1567
12.63,53.0,22,984.0,451,170,3.25,176.0,88900,1568
12.83,52.91,29,1315.0,1425,306,2.0272,311.0,99600,1569
12.8,52.9,42,897.0,1094,238,2.0729,229.0,114100,1570
12.44,52.94,44,1442.0,859,292,4.5833,285.0,197300,1571
12.84,52.94,36,1047.0,651,166,1.712,214.0,82100,1572
12.82,52.93,33,1891.0,932,343,4.2759,334.0,238000,1573
12.79,52.92,8,5330.0,2143,1107,2.1103,1529.0,94400,1574
13.46,51.86,44,1671.0,871,367,4.6369,390.0,422200,1575
14.3,52.19,28,2377.0,1068,435,4.4561,469.0,250000,1576
13.78,52.69,35,1818.0,682,254,4.8611,368.0,240000,1577
13.72,52.71,22,1794.0,1127,359,1.2647,435.0,55300,1578
13.9,52.78,16,4112.0,2821,857,3.0122,880.0,114700,1579
13.2,52.39,29,1210.0,863,262,3.1062,281.0,156000,1580
13.24,52.38,35,881.0,605,170,3.6654,159.0,184500,1581
13.93,52.27,30,1722.0,1467,403,1.8878,372.0,51600,1582
13.94,52.13,17,2357.0,1423,510,1.8856,599.0,118800,1583
13.99,52.09,44,1555.0,931,265,1.4712,324.0,105800,1584
13.94,52.14,18,2539.0,964,526,3.4306,616.0,275000,1585
14.01,52.16,10,6317.0,2625,1094,2.3,1335.0,108900,1586
13.91,52.1,9,4055.0,1458,478,5.4201,536.0,170600,1587
14.04,52.05,52,3084.0,1324,571,5.0756,595.0,374200,1588
13.87,52.35,15,2485.0,1296,434,3.8542,434.0,145200,1589
13.73,52.83,9,6333.0,3265,1265,3.0217,1355.0,160900,1590
13.57,52.79,52,1803.0,572,236,6.174,240.0,358800,1591
13.89,52.89,43,187.0,106,40,1.875,38.0,137500,1592
13.66,52.91,36,1846.0,748,329,4.2283,358.0,326800,1593
13.87,52.88,26,3725.0,1516,627,4.7143,623.0,268300,1594
13.96,52.25,46,2001.0,1384,401,1.9402,428.0,62200,1595
13.96,52.86,15,1011.0,899,219,2.7045,274.0,190600,1596
13.94,52.85,40,2118.0,2195,658,1.7976,796.0,164600,1597
14.08,52.83,34,2225.0,2980,736,1.6685,753.0,128800,1598
13.94,52.95,15,1707.0,1335,434,2.7543,514.0,177800,1599
14.05,52.86,16,3515.0,1764,626,4.4397,626.0,187100,1600
14.12,52.85,27,2183.0,1458,388,4.4567,364.0,191100,1601
12.98,52.97,23,1538.0,730,267,2.6078,305.0,116700,1602
12.97,52.94,42,1370.0,1018,328,4.4474,299.0,160200,1603
13.1,53.07,21,2309.0,1047,453,2.9886,424.0,87500,1604
12.77,53.03,43,1408.0,651,240,4.5795,246.0,400000,1605
13.29,52.97,50,914.0,322,165,4.7361,167.0,418800,1606
13.15,52.89,37,971.0,647,208,2.1187,248.0,239300,1607
14.47,52.29,45,1179.0,736,252,2.7083,268.0,161800,1608
14.54,52.31,23,6010.0,2710,1149,3.0068,1116.0,107300,1609
14.35,51.99,13,1914.0,930,304,4.1875,339.0,161200,1610
14.22,52.03,48,1112.0,583,216,2.3393,227.0,77600,1611
14.2,52.03,33,2423.0,998,346,7.5349,322.0,349100,1612
13.09,52.41,25,1788.0,676,217,10.1299,203.0,454300,1613
14.24,53.03,42,410.0,706,112,1.0179,117.0,125000,1614
14.61,52.17,33,1547.0,1063,356,2.5625,372.0,154300,1615
14.63,52.17,37,1616.0,650,395,2.92,421.0,326500,1616
13.3,53.05,35,1872.0,1017,414,2.2106,419.0,132500,1617
13.53,53.05,28,1841.0,3199,727,1.6319,809.0,151600,1618
12.89,52.43,43,1452.0,897,393,4.1319,397.0,322700,1619
13.31,53.03,33,3171.0,1591,695,2.0786,832.0,88600,1620
13.4,51.82,52,4190.0,1786,1037,3.0897,1105.0,234100,1621
14.58,52.18,40,3070.0,1264,506,5.1626,570.0,432700,1622
14.53,52.19,36,3082.0,771,365,11.216,455.0,500001,1623
14.65,52.1,11,4132.0,2012,703,3.1906,773.0,234500,1624
14.64,52.09,10,7665.0,3517,998,10.8805,999.0,500001,1625
14.63,52.07,23,1983.0,2048,600,1.5313,611.0,91400,1626
14.7,52.06,24,2718.0,3018,644,2.9076,719.0,275300,1627
14.72,52.03,32,640.0,991,160,1.9844,166.0,270000,1628
14.71,52.07,17,2813.0,1345,488,2.5847,565.0,145300,1629
13.25,52.1,35,1806.0,683,295,4.5156,293.0,91200,1630
14.56,52.09,6,1529.0,1051,473,2.462,566.0,162500,1631
14.55,52.08,3,15695.0,6080,1920,6.2178,2248.0,173900,1632
13.87,51.95,30,1170.0,610,243,3.4427,258.0,263500,1633
13.9,51.95,8,7326.0,2569,798,10.157,884.0,477100,1634
13.98,51.92,14,3894.0,1490,629,6.5206,672.0,368500,1635
14.02,51.92,32,1973.0,1322,386,3.4861,401.0,158100,1636
14.09,51.92,34,1374.0,906,248,5.3292,240.0,155500,1637
13.57,51.97,26,3266.0,1222,533,5.37,491.0,275400,1638
13.89,53.2,35,1354.0,501,262,3.8056,284.0,384700,1639
13.88,53.19,15,6828.0,3002,1318,2.4726,1319.0,143400,1640
13.86,53.3,4,14934.0,6945,2418,5.1221,2479.0,229700,1641
13.78,53.25,43,1378.0,708,280,2.3542,280.0,103900,1642
13.87,53.29,40,581.0,298,156,2.4,157.0,255000,1643
13.8,53.29,20,5801.0,2586,1063,3.9063,1148.0,162100,1644
13.84,53.28,17,3404.0,1694,949,2.9511,1011.0,282300,1645
13.82,53.31,43,1854.0,1151,486,2.5759,519.0,225000,1646
13.8,53.13,12,4415.0,1532,854,3.75,890.0,166300,1647
13.88,53.31,25,2757.0,1014,633,3.1433,738.0,500001,1648
13.69,53.22,27,2383.0,2079,494,3.9702,472.0,141400,1649
13.88,53.3,32,1856.0,703,292,1.1912,472.0,60000,1650
13.63,51.98,26,2639.0,1191,401,6.2788,378.0,322200,1651
13.89,51.93,26,2869.0,1157,538,6.0382,567.0,355300,1652
14.09,51.93,28,1103.0,415,154,7.8633,164.0,500001,1653
14.02,51.91,35,1380.0,730,264,3.2305,248.0,93700,1654
13.07,52.41,35,2020.0,724,399,6.6494,451.0,500001,1655
14.11,51.95,49,1200.0,1448,318,1.1094,364.0,52500,1656
13.98,51.94,16,7963.0,3769,1804,2.9624,1881.0,144700,1657
13.45,51.81,30,156.0,77,40,3.2679,45.0,137500,1658
14.06,52.0,15,4273.0,2300,946,3.5313,993.0,213000,1659
13.97,51.99,35,2553.0,1117,498,4.4063,533.0,436100,1660
13.94,52.02,26,3054.0,1495,496,4.6944,492.0,171100,1661
14.09,52.03,34,2501.0,3326,970,1.8771,1047.0,247500,1662
13.59,51.87,29,1745.0,1530,391,1.5611,441.0,44400,1663
13.19,52.08,16,2050.0,588,195,2.7083,471.0,88900,1664
13.14,52.11,12,1428.0,528,269,4.1429,303.0,254400,1665
13.13,52.1,13,4401.0,924,383,2.6942,829.0,123500,1666
13.84,51.89,40,1308.0,901,257,2.8269,272.0,98000,1667
13.69,51.84,15,1821.0,1385,439,2.5101,516.0,95300,1668
13.45,51.82,32,719.0,894,208,1.8456,251.0,103100,1669
13.24,52.18,11,3163.0,2106,762,2.4482,794.0,103000,1670
13.44,51.85,31,2536.0,2625,576,3.0909,603.0,150900,1671
13.05,52.17,45,886.0,492,173,4.2708,165.0,267000,1672
13.21,52.3,37,1112.0,771,224,4.2132,222.0,164600,1673
13.22,52.28,11,4031.0,1539,564,3.8917,766.0,120800,1674
13.48,52.36,48,3139.0,1319,506,3.5208,587.0,134200,1675
13.29,52.39,32,1000.0,663,212,4.0972,188.0,99200,1676
13.29,52.41,13,2944.0,1091,466,3.0,558.0,119000,1677
13.26,52.39,50,2597.0,964,339,13.3036,340.0,500001,1678
13.3,52.39,35,1507.0,1025,286,4.5833,281.0,177200,1679
13.23,52.42,21,1591.0,904,297,4.8906,298.0,179100,1680
13.19,52.4,32,1433.0,498,201,9.3586,199.0,500001,1681
13.21,52.22,39,3027.0,2199,592,2.6445,608.0,62000,1682
13.19,52.38,29,1478.0,1580,394,1.8781,413.0,147500,1683
13.13,52.39,37,1966.0,875,381,4.0703,348.0,223800,1684
13.47,52.05,25,1021.0,975,258,3.125,252.0,168100,1685
12.92,52.37,37,1568.0,1618,350,2.9605,371.0,129400,1686
13.27,52.32,27,2682.0,935,369,10.0791,382.0,500001,1687
13.77,52.81,13,4715.0,2420,1059,2.9693,1090.0,104400,1688
13.83,52.86,35,1153.0,884,208,5.2384,192.0,177400,1689
13.72,52.85,29,1947.0,925,337,2.1658,383.0,57600,1690
13.82,52.84,17,4573.0,1619,796,5.7704,937.0,500001,1691
13.78,52.82,20,1667.0,1292,445,2.0893,469.0,101100,1692
12.93,52.26,31,1817.0,992,339,3.0972,372.0,150000,1693
13.82,52.87,35,972.0,550,256,2.2461,270.0,215000,1694
13.77,52.84,27,2326.0,1697,546,3.8633,533.0,187900,1695
13.31,52.37,32,1298.0,716,268,0.9797,363.0,76400,1696
13.96,52.91,30,2294.0,1753,482,2.1078,508.0,54700,1697
13.92,52.93,30,2879.0,1109,414,6.9324,403.0,364700,1698
14.04,52.93,42,2050.0,1073,416,2.375,434.0,141000,1699
13.8,52.96,35,1975.0,882,406,4.375,384.0,291700,1700
13.79,52.96,52,2198.0,984,369,3.22,397.0,156500,1701
13.27,52.35,22,4428.0,3152,836,4.7932,825.0,166300,1702
13.97,53.0,33,2076.0,1374,480,2.2197,517.0,138200,1703
14.01,53.02,2,2569.0,1232,388,4.3651,431.0,145600,1704
13.74,52.96,52,852.0,389,249,2.6042,262.0,225000,1705
13.64,52.89,20,908.0,481,211,2.2,206.0,80800,1706
14.2,53.09,30,1288.0,720,233,2.3864,237.0,139100,1707
13.65,52.76,34,1562.0,825,266,4.125,272.0,220800,1708
13.7,52.84,23,2263.0,1138,455,2.3403,497.0,87300,1709
14.39,52.33,52,2315.0,1113,486,2.5042,556.0,147900,1710
14.48,52.31,18,7157.0,4642,1699,3.1818,1869.0,208000,1711
13.75,52.98,41,835.0,707,192,1.4103,208.0,86200,1712
13.76,53.03,48,4472.0,2796,1397,2.3974,1579.0,410700,1713
13.61,52.85,17,3220.0,1381,733,2.8958,716.0,176000,1714
14.48,52.27,27,1621.0,909,345,2.1513,363.0,99700,1715
13.61,52.77,25,5641.0,3786,1410,3.3958,1517.0,267500,1716
13.56,52.76,40,1335.0,804,282,4.3194,281.0,198400,1717
13.53,52.76,19,1795.0,1014,322,4.535,328.0,289300,1718
13.57,52.69,35,2728.0,1290,452,3.2768,451.0,117600,1719
14.51,52.24,36,1987.0,1065,347,4.0446,387.0,172200,1720
13.57,52.87,34,1875.0,1491,526,2.8417,501.0,321400,1721
13.71,52.89,42,1486.0,897,377,1.6228,420.0,376100,1722
13.53,52.85,16,2987.0,4241,841,2.8024,874.0,127900,1723
13.67,52.92,19,8120.0,5026,1345,6.3093,1371.0,286500,1724
13.69,52.85,24,3044.0,2541,564,4.131,602.0,123800,1725
13.62,52.84,14,3287.0,1601,716,3.1719,793.0,220500,1726
13.73,52.93,52,1506.0,547,186,7.8705,208.0,500001,1727
13.76,52.98,16,2111.0,1285,499,5.0477,485.0,292500,1728
13.82,53.02,7,3586.0,2695,877,2.4387,959.0,117000,1729
13.6,53.05,40,935.0,818,236,1.8798,226.0,101300,1730
13.5,53.11,40,1266.0,1032,315,2.1667,348.0,150000,1731
13.75,52.96,30,5351.0,2558,1074,3.5817,1134.0,369300,1732
13.6,53.09,25,1323.0,852,229,4.6167,208.0,237300,1733
14.05,52.87,31,1054.0,1032,258,2.3424,252.0,188500,1734
14.12,52.93,35,2228.0,1558,427,4.023,463.0,157700,1735
14.07,52.93,34,2742.0,1761,496,3.2481,491.0,128800,1736
14.22,53.01,31,215.0,192,66,1.75,62.0,73800,1737
14.06,52.89,12,4235.0,1798,683,6.4242,735.0,365500,1738
13.43,52.77,36,2750.0,1386,458,4.9904,487.0,221700,1739
13.44,52.78,12,4881.0,2188,724,4.1667,803.0,171900,1740
13.46,52.75,15,5218.0,1949,659,4.7083,711.0,213300,1741
13.4,52.73,32,3633.0,1393,506,7.6917,508.0,401800,1742
13.45,52.73,29,1579.0,1056,322,2.3056,351.0,98500,1743
13.45,52.75,22,3008.0,1224,816,3.2149,938.0,300000,1744
13.5,52.81,42,855.0,890,247,1.2778,284.0,112500,1745
13.44,52.68,27,3184.0,1763,571,3.5529,588.0,133900,1746
14.0,52.95,37,1487.0,863,291,3.1563,296.0,186200,1747
13.68,52.66,16,2402.0,1080,365,8.6803,336.0,347300,1748
13.63,52.72,36,1496.0,743,265,4.4312,271.0,226000,1749
13.78,52.65,5,2785.0,1310,536,3.39,577.0,149500,1750
13.74,52.64,45,858.0,510,200,1.0114,254.0,80000,1751
14.14,52.73,43,515.0,445,140,1.6094,146.0,93000,1752
13.97,53.1,43,1325.0,613,248,3.6071,254.0,289000,1753
14.31,53.2,35,1166.0,574,190,2.2452,193.0,102800,1754
14.3,53.1,23,5759.0,3108,1202,3.0927,1258.0,140600,1755
14.04,53.19,29,2472.0,1109,397,5.5433,354.0,332500,1756
14.17,53.03,20,1934.0,1341,336,2.1434,377.0,62600,1757
12.97,52.41,45,2089.0,834,305,7.3028,312.0,500001,1758
13.02,52.41,35,5298.0,1933,918,3.9167,954.0,155700,1759
13.01,52.38,33,1994.0,993,403,3.766,405.0,163900,1760
13.04,52.44,42,465.0,256,93,3.1719,93.0,158300,1761
13.05,52.44,34,2152.0,1516,386,3.7863,430.0,192200,1762
14.15,53.18,30,1502.0,501,180,10.0259,186.0,500001,1763
14.09,53.17,48,1869.0,1834,441,1.7052,461.0,107400,1764
13.99,53.19,3,10425.0,4432,1778,3.9032,2121.0,140800,1765
14.38,53.25,37,2250.0,989,329,6.1536,360.0,366000,1766
13.56,52.67,15,1677.0,844,330,2.3958,345.0,111200,1767
13.58,52.67,37,1738.0,936,366,2.4717,403.0,77100,1768
13.55,52.67,7,11768.0,6657,1874,4.9222,1893.0,142900,1769
13.54,52.67,44,2515.0,967,484,5.0754,510.0,374500,1770
13.53,52.68,21,1302.0,1244,316,2.2054,327.0,66400,1771
13.57,52.68,26,745.0,247,151,3.6375,161.0,133900,1772
13.55,52.66,29,4317.0,2102,959,3.1275,1037.0,286400,1773
13.62,52.72,5,3986.0,1887,687,3.7768,737.0,213800,1774
13.59,52.73,36,2922.0,2392,629,2.8661,652.0,124000,1775
13.64,52.76,47,1717.0,868,295,3.6094,314.0,160700,1776
13.62,52.87,34,2199.0,1193,532,4.2972,529.0,405900,1777
13.44,52.71,25,2222.0,1025,568,1.64,634.0,130000,1778
13.47,52.74,15,5417.0,2593,1098,4.8047,1199.0,438000,1779
13.44,52.7,48,1448.0,681,287,3.2333,295.0,436400,1780
13.51,52.75,13,6103.0,2986,1212,3.9718,1319.0,215200,1781
13.58,52.58,42,777.0,284,113,11.2093,102.0,500001,1782
13.53,52.61,36,3495.0,1688,684,3.1568,641.0,109900,1783
13.59,52.56,52,302.0,392,114,2.5978,112.0,258300,1784
13.6,52.6,21,2863.0,1489,621,3.2031,701.0,180700,1785
13.69,52.6,15,3249.0,1569,595,3.5393,613.0,88000,1786
13.25,52.74,15,978.0,407,182,4.375,187.0,158000,1787
13.28,52.76,20,4642.0,658,247,2.3937,1300.0,82100,1788
13.39,52.73,36,1678.0,1380,352,3.5481,323.0,163300,1789
13.24,52.68,41,2422.0,915,366,4.1679,502.0,201300,1790
13.25,52.72,9,6751.0,4240,1438,5.34,537.4777164400161,257400,1791
13.27,52.71,15,2094.0,937,277,5.3623,316.0,201300,1792
13.3,52.7,43,1350.0,811,307,3.3636,287.0,140900,1793
13.26,52.75,20,156.0,171,37,3.05,39.0,225000,1794
13.4,52.86,11,2422.0,810,395,6.1935,429.0,293200,1795
13.28,52.83,16,4632.0,3038,727,5.1762,537.4777164400161,264400,1796
13.4,52.87,37,901.0,599,206,3.7303,191.0,149700,1797
13.23,52.81,24,2298.0,2409,569,3.4509,575.0,182400,1798
13.15,52.66,13,3813.0,1513,783,2.0807,871.0,142600,1799
13.18,52.68,15,1329.0,1001,284,3.65,282.0,189300,1800
13.18,52.7,12,3676.0,1572,510,4.8214,550.0,201900,1801
13.2,52.68,10,3008.0,1381,522,5.3661,532.0,195800,1802
13.08,52.8,43,1511.0,721,320,3.5703,292.0,87400,1803
13.06,52.74,17,1330.0,408,258,1.7171,271.0,181300,1804
13.07,52.75,24,2680.0,1728,527,2.535,606.0,74800,1805
13.11,52.97,25,2220.0,912,449,1.8914,511.0,87800,1806
13.18,53.04,29,1963.0,1208,398,2.5741,392.0,73000,1807
13.29,53.01,33,1999.0,2170,466,3.2371,470.0,154700,1808
13.26,53.12,52,1923.0,910,345,3.45,393.0,200600,1809
13.1,53.11,29,2784.0,1278,550,4.3882,582.0,261600,1810
13.15,53.19,44,2195.0,1377,417,3.5887,449.0,153500,1811
13.09,53.09,12,4929.0,2621,870,2.7262,1010.0,109800,1812
13.02,53.08,30,2365.0,1053,409,5.5959,417.0,346200,1813
13.01,53.08,10,2509.0,1037,389,6.0,422.0,220100,1814
13.05,53.15,33,1733.0,1757,375,4.2266,361.0,153800,1815
13.09,53.19,18,3197.0,1894,726,3.6761,809.0,140500,1816
12.93,53.1,37,1519.0,613,315,3.0179,331.0,272500,1817
12.76,53.05,28,2272.0,868,312,7.7464,320.0,474600,1818
13.12,53.01,20,9893.0,7228,2159,3.253,2283.0,186700,1819
13.05,52.9,34,1655.0,870,411,3.2109,450.0,376000,1820
12.97,52.9,3,2029.0,1003,340,4.4356,336.0,111300,1821
13.17,52.85,31,1513.0,1396,364,2.4706,389.0,170600,1822
13.21,52.87,26,1387.0,664,239,3.0278,277.0,96800,1823
13.15,52.9,29,1716.0,850,282,2.9324,323.0,137500,1824
13.23,52.88,33,1549.0,881,289,5.1408,264.0,222900,1825
13.19,52.89,17,2123.0,1067,339,6.0062,341.0,262700,1826
12.88,53.15,32,1507.0,1326,324,4.119,295.0,163300,1827
12.87,53.16,18,9430.0,3408,2003,6.1726,2473.0,500001,1828
13.23,53.18,18,3824.0,241,106,5.5456,559.0,360000,1829
13.34,53.0,4,3289.0,1345,632,4.6863,728.0,184400,1830
13.34,52.99,6,2850.0,2160,581,5.5336,561.0,241900,1831
13.28,53.06,36,856.0,451,164,5.1993,146.0,246000,1832
13.32,53.01,26,4607.0,1769,643,7.4918,656.0,367600,1833
13.14,53.19,12,4174.0,1882,647,4.551,670.0,178300,1834
13.24,53.17,39,787.0,731,179,3.2279,181.0,158500,1835
13.24,53.14,52,2606.0,883,380,4.2813,426.0,270800,1836
13.23,53.17,43,1806.0,764,341,3.9271,339.0,147100,1837
13.14,53.17,18,2281.0,1425,465,1.7388,520.0,54400,1838
12.86,52.86,31,3080.0,1493,582,6.3052,526.0,344200,1839
