index,;longitude;latitude;f1;f2;f3;f4;f5;f6;t1
2238;12,82;52,45;23;3546;1533;518;5,276;553;224500
2239;12,71;52,42;48;1379;696;304;2,1167;327;94900
2240;12,98;52,57;35;1814;1025;384;4,425;365;268400
2241;13,04;52,64;48;1798;987;374;1,0972;432;104500
2242;13,04;52,77;28;5173;3502;954;3,8438;1069;130800
2243;13,16;52,68;16;3574;1503;487;8,1988;466;355900
2244;12,53;52,42;14;5180;1639;991;4,5;1051;222200
2245;12,57;52,62;29;2049;787;309;3,7414;330;98500
2246;12,45;52,49;21;6575;3358;1098;4,0739;1105;115400
2247;12,91;52,56;52;1148;481;215;5,454;214;240900
2248;12,35;52,62;26;1609;1868;497;2,7038;534;227100
2249;12,97;52,43;17;2500;1242;368;7,7313;343;316700
2250;12,37;52,52;33;1504;584;223;3,4792;325;94600
2251;12,64;52,59;46;1399;410;152;15,0001;148;500001
2252;12,63;52,58;42;1988;1239;402;3,2569;402;201500
2253;12,61;52,14;29;2307;1218;402;3,4306;452;194200
2254;12,35;52,41;11;640;268;90;3,4514;134;100000
2255;12,46;52,11;33;2791;1714;485;4,8304;496;224900
2256;12,38;52,17;36;6026;2314;892;7,8997;852;500001
2257;12,33;52,27;27;3493;1481;666;2,3075;909;184200
2258;12,76;52,35;5;4413;2003;725;5,0267;804;253300
2259;12,75;52,33;39;1631;1034;328;4,5382;322;165700
2260;12,43;52,44;13;2394;1177;389;2,6875;458;74400
2261;12,72;52,15;21;2713;1287;440;4,5815;432;125500
2262;12,68;52,1;20;1886;1134;525;1,5029;586;100000
2263;13,32;52,38;21;730;965;224;2,0511;263;350000
2264;13,75;52,46;15;3103;3061;861;1,3729;965;110300
2265;13,81;52,53;41;2057;1805;506;1,2455;550;100800
2266;13,7;52,54;26;2636;1416;485;4,1917;468;84000
2267;13,8;52,47;36;2752;1211;452;5,0526;459;269800
2268;14,22;52,17;14;6155;2407;941;4,2262;1034;244300
2269;14,57;52,26;43;1356;796;329;1,7159;333;189700
2270;12,7;52,12;37;934;587;230;3,625;231;181300
2271;13,17;52,1;2;227;114;49;3,1591;35;434700
2272;12,79;52,15;27;1499;755;414;3,875;426;258300
2273;12,66;52,26;33;2015;1285;419;4,0655;484;226800
2274;12,39;53,07;29;4101;2630;867;4,6607;849;199800
2275;12,37;53,15;20;1490;1474;326;1,4937;318;54700
2276;12,9;51,96;37;3058;1351;523;3,5179;567;130800
2277;13,23;51,94;35;2458;1047;554;4,0283;576;412500
2278;12,97;51,97;24;3810;1818;590;5,8053;579;255900
2279;13,16;52,06;36;2386;1176;374;4,5122;396;113300
2280;13,02;52,96;52;1642;1432;513;1,9063;570;300000
2281;13,17;53,01;20;5483;2892;1057;4,6845;1079;250000
2282;12,8;52,88;8;2750;1526;484;5,102;479;156500
2283;13,19;51,92;17;1558;803;431;2,6934;479;160200
2284;13,22;51,91;19;1515;975;266;4,3906;253;241200
2285;13,46;52,2;35;1760;984;384;3,4167;447;198200
2286;13,84;53,22;35;4466;2134;743;5,7389;740;251800
2287;13,15;51,9;19;541;457;106;3,3583;104;102800
2288;13,45;52,23;36;1471;751;230;5,4555;246;395100
2289;13,05;52,11;52;582;241;106;2,4;131;125000
2290;13,21;52,28;35;2916;1870;432;3,625;594;55000
2291;13,15;52,24;5;4116;2770;905;3,1142;990;150000
2292;13,31;52,26;32;3058;1267;540;6,4949;595;417800
2293;13,29;52,36;17;2634;1454;560;3,7976;641;275000
2294;14,59;52,23;16;7961;879;280;5,2146;1147;255200
2295;14,62;52,21;7;1761;974;308;3,7261;309;83900
2296;14,39;52,16;28;1079;1358;285;2,52;306;131900
2297;14,31;52,53;16;1591;926;239;6,2452;225;266300
2298;14,51;52,54;25;182;71;52;1,0208;48;78600
2299;14,28;52,55;15;1206;677;270;3,9219;282;142600
2300;14,27;52,52;30;3306;1623;648;2,8614;629;145200
2301;14,24;52,79;13;2899;1946;579;2,9875;657;172000
2302;14,54;52,52;19;2460;1225;425;4,1576;405;141500
2303;13,66;52,51;24;2080;1976;478;2,6917;514;170000
2304;13,8;52,54;19;1215;1349;423;2,6607;360;226500
2305;13,99;52,68;22;1489;662;470;3,5179;436;197200
2306;13,83;52,15;9;5558;2717;1043;3,6455;1099;139200
2307;14,09;52,52;16;2396;1338;518;2,1653;526;78800
2308;14,06;52,54;22;3568;1952;938;3,1667;938;161000
2309;14,09;52,33;33;2095;941;304;5,761;342;259600
2310;13,88;52,39;35;2700;1995;383;4,9757;422;500001
2311;13,94;52,39;17;4199;2020;630;6,1228;629;375700
2312;13,62;52,28;32;1657;2071;598;2,1135;579;152500
2313;13,7;52,47;36;3511;2965;695;4,0878;664;186800
2314;13,64;52,38;22;17591;6897;2492;8,2831;2604;500001
2315;13,69;52,17;52;1004;590;226;4,2404;231;351000
2316;13,54;52,29;6;3416;1319;467;6,9326;493;324600
2317;13,82;52,22;19;1303;450;145;10,5511;155;483100
2318;13,11;52,92;44;1527;608;245;4,0357;246;187800
2319;12,51;52,96;52;3104;1157;647;3,12;687;241400
2320;13,45;52,32;25;1305;789;235;3,2993;270;91100
2321;13,42;52,36;6;6873;2354;931;6,8869;959;263100
2322;13,36;52,17;34;4272;2916;962;1,9829;996;82800
2323;13,72;51,95;15;1898;1527;381;4,4792;395;212500
2324;13,8;52,3;21;2535;1012;368;5,6177;383;183800
2325;14,72;52,02;46;2511;1583;469;3,0603;490;70800
2326;13,78;51,94;17;1564;713;362;1,6186;396;77100
2327;13,91;52,03;41;2331;1839;537;2,288;636;263500
2328;13,94;52,03;25;4209;2568;703;5,2882;731;223100
2329;13,59;51,92;5;10534;4656;1863;5,7797;2035;309200
2330;13,78;52,84;23;1986;826;260;7,7752;278;380000
2331;13,53;52,86;16;1566;652;287;1,9038;306;60800
2332;13,95;52,9;26;2762;1716;459;5,6062;496;226800
2333;14,1;52,95;18;3631;2357;757;2,875;947;184400
2334;14,12;52,92;22;1249;699;308;2,6033;335;121600
2335;13,71;52,74;50;1845;1109;335;2,8971;349;127800
2336;13,41;52,87;40;494;547;135;2,8015;114;114800
2337;13,98;53,17;25;1799;3416;538;3,0083;557;163500
2338;13,92;52,98;22;3369;2751;710;4,0474;771;182100
2339;13,64;53,1;19;3330;1837;915;3,0173;1010;393800
2340;14,04;52,86;34;1617;1530;500;2,6182;493;172600
2341;13,45;52,74;12;3738;2337;664;3,9647;710;135000
2342;13,43;52,72;16;568;307;116;2,1518;124;107400
2343;13,84;52,74;31;1484;1163;336;2,625;314;72100
2344;13,91;52,72;24;1438;665;416;2,975;454;500001
2345;14,17;52,74;48;1766;1908;466;1,9872;497;168800
2346;14,1;52,69;52;2087;1197;488;3,0149;510;218400
2347;13,98;53;35;2189;1193;562;2,8042;607;240900
2348;14,11;53,14;52;1457;802;342;0,9566;389;69000
2349;14,3;53,06;34;2003;1226;443;3,0613;466;136700
2350;14,29;53,11;22;4162;1804;1185;2,5459;1194;179300
2351;14,37;53,21;43;1241;612;266;2,8194;240;81300
2352;13,05;52,43;19;3354;1948;682;3,0192;;142300
2353;14,28;53,21;28;441;504;108;2,9107;106;152500
2354;14,29;53,28;13;2343;1347;405;4,0027;409;93100
2355;13,56;52,68;13;3056;1600;824;3,3003;861;207800
2356;13,57;52,58;20;3592;1865;781;2,0258;868;64800
2357;13,7;52,67;25;1719;1098;324;3,625;331;121800
2358;13,69;52,66;35;928;538;248;2,4583;264;197900
2359;13,68;52,75;25;2670;936;461;2,7717;527;354000
2360;13,2;52,75;34;2459;1139;463;4,0347;489;353600
2361;13,22;52,81;17;5654;2237;953;3,0465;1085;144100
2362;13,18;53,08;39;2390;1246;422;3,7857;444;245700
2363;13,17;53;7;3200;1522;470;4,6914;477;142200
2364;13,26;52,89;52;4001;1886;756;3,3239;809;350000
2365;13,17;52,86;50;2589;945;544;5,2519;569;376600
2366;13,3;53,21;37;1045;1666;337;1,7929;361;97200
2367;13,29;53,1;34;2245;1849;429;3,5446;394;185500
2368;12,8;52,89;29;994;302;117;2,3125;226;67900
2369;12,76;52,97;29;3684;3891;1143;1,6955;1301;179700
2370;12,96;52,9;15;1036;395;157;5,8343;149;500001
2371;12,66;52,94;31;1736;497;170;6,3835;250;407800
2372;12,81;53,13;44;1282;494;209;5,618;216;365900
2373;12,74;53,21;34;1411;1040;299;3,4338;292;195200
2374;12,22;52,89;16;4961;2654;804;4,2823;902;138300
2375;12;53,1;36;1184;672;241;1,9107;316;39800
2376;11,74;53,02;45;907;479;161;3,0862;188;79000
2377;11,84;53,07;36;1336;678;249;5,5789;258;292000
2378;12,19;53,18;8;446;188;68;9,4356;62;465600
2379;11,47;53,1;15;3712;1888;890;3,6875;1005;209600
2380;12,33;53,08;6;3694;1554;527;6,8333;574;348000
2381;12,16;53,23;11;2521;1390;477;3,5265;521;124800
2382;12,31;53,31;44;603;588;218;2,0536;207;186400
2383;13,79;53,32;29;1940;1070;332;3,6597;337;145600
2384;13,69;53,4;15;2376;1197;510;3,1417;538;74600
2385;13,89;53,3;18;2130;863;346;2,3571;545;79200
2386;14,12;53,32;31;2338;3289;631;2,6734;652;158500
2387;11,72;53,01;22;4423;1995;582;8,2159;622;376200
2388;14,47;52,32;33;2199;827;319;6,1349;312;500001
2389;14,47;52,34;35;2190;1154;401;3,8456;384;159800
2390;13,41;53,24;45;1434;735;518;1,5;627;162500
2391;11,92;52,91;30;2685;951;523;2,6184;546;113900
2392;11,91;52,9;48;1001;605;175;1,8333;205;58200
2393;12,34;53,23;35;2353;1368;455;2,325;483;63200
2394;13,87;52,77;45;131;89;31;2,6071;28;112500
2395;13,72;53,05;9;6044;2239;972;3,24;1222;264600
2396;13,22;51,84;29;1929;686;455;5,5347;523;500001
2397;13,2;52,32;27;1515;1178;309;1,4432;358;48100
2398;13,16;52,19;35;1604;904;337;4,7411;334;336400
2399;13,18;52,2;26;2647;1422;522;3,7212;536;183800
2400;14,08;52,18;42;1385;740;274;2,6055;273;78000
2401;14,08;52,17;40;1821;777;441;2,3375;447;355200
2402;13,58;53,12;16;3158;1596;528;4,1739;515;131300
2403;13,57;53,1;23;1025;263;191;3,12;205;155000
2404;13,57;53,12;43;1683;2190;494;2,2391;520;152800
2405;14,63;51,87;30;1702;1966;442;1,5521;443;97500
2406;12,84;52,84;27;3410;2314;1086;3,4868;1156;165600
2407;11;53,44;52;1145;334;138;8,338;133;405800
2408;12,19;54,09;52;795;1118;275;1,2175;308;131300
2409;12,15;54,12;17;2395;1224;399;5,1182;410;249200
2410;12,34;52,65;34;1599;819;306;4,3194;294;197000
2411;13,66;52,7;39;759;883;226;2,125;215;143800
2412;13,65;52,7;3;7374;3214;1279;4,538;1444;278200
2413;13,45;53,15;50;1389;976;302;1,5882;364;327300
2414;13,48;53,82;26;3971;1792;723;2,7128;803;209900
2415;13,42;54,41;26;592;268;116;1,7596;121;120800
2416;12,1;53,94;14;3019;1639;582;1,5288;643;103400
2417;13,33;52,16;52;2053;900;417;3,0707;480;417900
2418;13,33;52,17;36;1925;1405;422;2,162;443;51900
2419;11,5;53,33;34;1261;1027;303;2,2946;315;88800
2420;11,5;53,32;5;9601;4449;1575;4,5332;1639;195500
2421;12;54,08;42;1761;480;255;5,3787;329;500001
2422;12;54,09;46;2194;924;542;1,4028;563;68500
2423;12;54,07;28;1326;463;190;8,2049;184;335200
2424;12,54;54,18;42;856;748;195;3,8;167;145800
2425;14,09;51,58;17;3583;1587;719;2,6979;700;75000
2426;11,73;53,82;23;1724;1336;542;1,3365;576;183300
2427;13,45;53,08;17;4466;2166;666;6,979;640;330700
2428;12,87;52,19;45;1786;1475;460;1,7772;526;97500
2429;11,66;53,38;25;2845;1611;628;3,2049;710;267400
2430;11,61;54;35;1395;756;253;3,6181;264;178600
2431;12,5;53,19;38;1754;928;354;4,1417;382;270800
2432;12,5;53,21;35;1724;1079;394;4,5521;419;263800
2433;11,74;53,47;27;2722;1164;419;4,6591;468;239900
2434;14,11;53,67;20;1852;1712;556;1,4565;556;152500
2435;12,7;53,56;12;9148;4656;1853;3,2447;1906;142200
2436;12,69;53,58;41;685;266;123;5,2289;141;384600
2437;11,55;53,96;10;3674;1864;718;2,6145;734;80300
2438;12,51;53,58;13;3651;1311;435;7,5402;465;340300
2439;12,93;54,02;52;1075;519;210;3,0769;249;230900
2440;14,12;52,32;49;702;458;187;4,8958;;333600
2441;14,12;52,3;33;4979;2575;874;3,7958;934;152500
2442;14,13;52,3;26;1113;689;234;3,0486;222;83600
2443;12,54;54,16;16;7268;3232;1653;3,3703;1729;228700
2444;11,16;53,25;19;7034;2824;1068;6,0873;1139;277300
2445;11,17;53,25;50;1527;728;322;2,625;338;203200
2446;13,32;53,97;30;1671;966;282;3,1333;319;100000
2447;11,32;53,89;43;1165;1279;303;1,9615;317;141700
2448;13,49;53,49;27;1004;470;192;2,8942;192;116700
2449;11,77;54,01;18;2739;1072;374;6,1436;393;259500
2450;12,98;53,76;36;2452;2664;667;0,9298;734;100000
2451;13,76;53,8;52;1135;441;200;7,5418;219;492000
2452;12,42;53,82;27;968;587;231;1,6071;240;55000
2453;11,31;53,32;10;1832;1664;429;2,0227;455;53300
2454;12,26;53,16;10;1564;643;347;2,7031;397;150000
2455;12,73;53,16;18;1746;1268;404;3,256;437;183300
2456;14,27;52,37;32;1260;560;207;6,5858;199;346700
2457;14,28;52,38;36;2074;954;363;3,1136;349;73800
2458;14,42;52,46;48;2539;930;364;4,7269;425;303900
2459;11,34;53,75;14;3338;1373;562;3,67;608;160100
2460;12,29;53,63;24;3305;2085;881;2,6641;982;168200
2461;13,36;54;49;1320;1405;328;2,4375;309;114000
2462;13,34;54;19;961;479;138;3,3438;218;156300
2463;12,72;53,92;30;2211;844;343;6,0666;346;311500
2464;13,25;54,05;37;1053;939;267;3,1989;266;320800
2465;11,6;53,21;13;3474;2149;821;1,9528;927;85300
2466;13,23;53,96;10;423;295;94;1,3583;110;85200
2467;11,75;53,96;34;2420;917;392;6,5881;391;394400
2468;11,57;53,19;52;1437;836;257;3,6286;298;165500
2469;12,46;53,8;14;2125;1067;360;3,6333;348;116200
2470;13,67;54,33;38;3230;3485;827;2,629;840;171600
2471;13,16;53,5;36;2332;3155;927;2,2612;993;230400
2472;13,14;53,48;7;4458;1731;704;6,126;731;285600
2473;13,82;52,47;16;2605;1352;408;4,1947;440;140300
2474;13,83;52,48;27;2427;1301;438;5,0385;403;277300
2475;12,86;52,95;14;1954;917;316;3,1523;368;93300
2476;12,84;52,95;35;1631;862;368;3,6007;356;261800
2477;12,83;52,95;28;833;349;210;3,067;230;375000
2478;12,84;52,96;26;2033;618;450;2,5685;463;80400
2479;12,23;53,65;36;690;299;109;4,0313;105;195500
2480;13,59;53,81;52;2787;1057;364;10,2317;353;500001
2481;13,58;53,81;35;1579;734;264;5,5;243;201000
2482;12,39;54,07;26;1874;1834;432;1,6486;416;55200
2483;11,57;53,77;10;304;161;61;2,1964;63;112500
2484;11,54;53,76;18;5238;3032;1065;4,4583;1083;190100
2485;12,73;53,58;12;2363;1211;396;3,8967;408;172600
2486;12,35;53,51;42;657;526;132;2,5;147;110200
2487;12,36;53,51;29;2644;1372;450;5,0544;464;261800
2488;12,1;53,61;45;1613;865;336;3,25;338;151100
2489;13,88;52,29;12;4281;1891;721;3,5769;786;231800
2490;12,6;54,04;21;2845;599;250;4,3125;552;495800
2491;11,08;53,64;37;742;729;144;3,055;151;105400
2492;12,49;54,15;52;2242;751;464;4,75;459;500001
2493;12,65;53,8;36;2030;1142;357;3,7763;369;126900
2494;13,24;53,85;11;2560;952;448;4,0625;445;87500
2495;13,62;53,8;40;826;389;147;7,1845;143;438100
2496;13,29;54,07;24;3794;2225;864;2,8068;848;95300
2497;12,61;53,93;28;1153;1043;357;1,0801;420;75000
2498;11,34;53,49;8;16759;7249;2156;7,4837;2274;358700
2499;14,43;52,42;46;2676;1022;395;6,4288;427;295500
2500;14,42;52,41;44;2017;958;382;6,1014;343;480100
2501;14,28;52,69;20;3168;1390;490;5;514;154800
2502;14,27;52,68;11;3664;1686;613;2,9338;647;141600
2503;14,26;52,68;30;4367;2524;954;3,0448;1033;192100
2504;13,2;51,48;25;1808;1342;454;3,025;440;156900
2505;14,59;52,59;52;936;990;354;1,1122;454;187500
2506;14,03;51,65;19;5163;2680;1141;2,2482;1229;114500
2507;12;53,84;27;4286;2863;1033;3,3125;1071;222800
2508;14,16;53,96;36;1146;1173;272;3,6016;259;153800
2509;11,34;53,66;52;2203;1238;403;4,4306;430;225800
2510;14,13;53,97;15;1716;914;672;1,0612;702;300000
2511;13,95;53,57;33;1113;424;137;8,3474;145;500001
2512;12,04;53,84;34;161;66;33;1;48;187500
2513;14,03;53,72;33;1253;753;236;1,756;238;86400
2514;12,72;53,33;3;7105;3068;1241;6,1395;1459;358000
2515;13,1;53,35;16;2056;847;569;2,9576;631;92200
2516;13,07;54,3;23;1712;1370;377;1,275;403;60400
2517;11,18;53,85;25;2652;1062;334;7,5898;335;330200
2518;10,85;53,8;34;2358;1157;461;3,3618;498;174600
2519;13,07;54,24;26;3106;1396;576;3,1736;603;122200
2520;13,9;54,07;33;1469;1318;349;1,7104;370;59000
2521;13,14;54,32;47;2090;1053;377;3,5673;387;310300
2522;13,13;54,33;29;1243;836;277;1,8355;312;74200
2523;13,27;51,42;33;1194;839;230;3,705;229;185800
2524;12,44;51;12;5048;883;391;5,6918;842;231300
2525;13,11;53,76;33;1009;1027;246;2,5993;238;68000
2526;12,76;54,26;34;2840;1127;396;7,6144;395;376200
2527;13,16;54,18;25;4061;1623;527;7,1572;545;294900
2528;11,79;54,04;40;1082;1085;273;1,7054;318;117200
2529;13,77;54,06;40;1323;684;229;3,2206;243;145800
2530;13,73;52,92;46;1680;1570;435;2,0436;453;82300
2531;13,72;52,91;27;2224;1594;625;3,0833;618;315500
2532;12,35;53,35;13;3616;2189;620;3,7949;665;106300
2533;13,72;52,92;30;227;169;101;1,3527;75;60000
2534;13,37;54,65;39;2191;1307;499;1,6483;493;60800
2535;13,34;54,64;31;1007;563;185;3,625;181;91300
2536;13,31;54,64;22;2185;1644;606;2,593;623;192000
2537;13,35;54,64;30;6117;2768;1224;2,1383;1330;78800
2538;12,19;53,48;44;1712;691;293;4,3594;314;221300
2539;13,68;54,37;30;2992;1288;465;3,9375;609;292900
2540;13,24;53,69;43;1711;1190;429;3,5172;443;265500
2541;13,25;53,7;38;3166;1351;561;3,5404;575;91600
2542;13,26;53,69;13;4491;1657;667;5,259;689;249400
2543;13,21;53,68;48;2365;1034;475;3,1065;490;229200
2544;13,21;53,67;43;2257;1418;442;4,5278;429;181800
2545;13,27;53,67;17;1621;706;338;2,3684;350;150000
2546;13,17;53,68;39;1489;743;270;4,8611;282;456100
2547;12,57;54,26;19;1000;572;230;2,4028;211;112500
2548;12,56;54,27;41;3545;1221;651;4,3;698;500001
2549;12,55;54,27;3;2850;1024;515;6,0115;544;175000
2550;12,03;52,74;43;1195;1251;262;3,4539;256;125000
2551;12,59;54,45;25;3004;1145;376;7,2655;393;494000
2552;11,4;53,63;24;6012;780;358;3,0043;1227;122100
2553;12,09;54,11;30;2555;1347;467;3,3693;510;71800
2554;11,85;53,43;25;1348;660;200;5,2852;210;297600
2555;12,99;52,01;15;3475;2568;653;4,6211;686;151400
2556;13;52,02;15;2873;1582;567;5,1519;547;264700
2557;13;52;9;2782;1790;748;2,9154;884;203300
2558;13;52,01;46;4036;1872;833;4,5625;856;275200
2559;14,15;53;30;6310;1776;880;8,944;957;500001
2560;12,37;52,78;17;2648;1193;540;2,4461;589;151700
2561;12,36;52,77;52;16;8;3;1,125;4;60000
2562;14,11;52,74;23;1150;572;174;4,9167;174;152400
2563;14,1;52,74;49;1130;607;239;2,4597;244;93800
2564;14,07;52,83;25;2161;896;468;2,2284;462;177500
2565;14,09;52,83;19;3544;1787;560;6,7837;542;264300
2566;14,11;52,84;27;669;314;106;2,4659;131;231300
2567;13,1;53,14;25;1122;564;213;3,1654;198;111600
2568;13,11;53,13;33;2996;1048;387;9,267;398;500001
2569;13,56;51,97;23;3220;1299;591;3,9261;603;213300
2570;12,42;54,37;32;342;138;52;2,9821;58;155000
2571;12,37;54,22;38;1810;1257;354;3,8355;371;111700
2572;11,92;54,09;36;633;557;139;1,5729;148;82700
2573;11,93;54,09;8;4447;1680;705;8,8693;713;450400
2574;13,81;52,95;20;3870;2088;774;3,3021;795;152700
2575;13,81;52,96;37;334;98;47;4,9643;54;335000
2576;12,74;53,9;26;48;19;8;7,7197;8;400000
2577;13,42;54,32;22;1597;657;273;4,3098;280;213500
2578;13,91;53,01;22;2857;2412;496;4,7337;516;127600
2579;13,71;52,55;30;1340;631;231;3,375;244;118500
2580;13,73;52,58;37;1576;662;340;5,308;345;500001
2581;13,76;52,58;33;2289;1100;503;2,1694;576;95700
2582;14,42;52,58;21;2628;1364;468;2,0455;494;59400
2583;13,19;53,03;44;1550;1718;403;2,5268;407;141100
2584;13,17;53,04;18;5877;3114;1002;4,0294;1043;133200
2585;13,19;53,04;35;2791;1395;476;2,5625;552;62700
2586;14,16;52,75;52;2980;967;359;11,2185;366;500001
2587;12,96;50,97;33;2774;1229;407;6,2944;428;265600
2588;14,08;52,76;26;6577;2937;1652;4,801;1789;500001
2589;14,08;52,77;18;7498;3189;955;8,1248;976;374000
2590;14,09;52,76;15;3543;3131;823;3,0184;888;139400
2591;14,1;52,78;23;1086;825;250;2,4609;268;219600
2592;14,18;52,76;20;6483;3526;1060;5,0838;1068;248200
2593;14,16;52,76;20;1256;566;195;4,0221;209;86300
2594;13,95;52,12;38;51;41;10;6,0224;12;187500
2595;12,61;53,38;26;2664;1745;789;3,4269;842;301900
2596;12,69;53,51;47;1375;843;319;1,3785;307;142300
2597;13,76;53,1;19;5015;3251;940;3,9818;1013;152900
2598;13,16;53,24;32;2832;1033;385;6,5648;393;237200
2599;14,25;52,69;24;2459;916;324;7,0712;317;293000
2600;14,26;53,74;36;1446;678;295;2,8409;306;153000
2601;14,27;53,74;19;2109;1742;426;2,4097;427;66000
2602;13,84;53,7;40;1684;795;330;5,2723;316;218300
2603;14,22;52,76;26;1164;1685;541;1,5727;674;225000
2604;13,89;51,67;15;3153;1633;527;3,6898;628;131000
2605;13,98;53,01;15;3310;1104;460;6,1009;488;314400
2606;13,97;53,01;27;1417;814;348;2,3603;373;195300
2607;13,95;53,02;45;1314;649;232;2,575;277;73600
2608;14,02;53;33;3880;2288;805;3,6848;770;140700
2609;13,97;53,04;38;3392;1894;713;3,0573;709;350800
2610;14,02;53,01;20;1682;706;291;4,0966;296;140100
2611;14,01;53;14;3700;1171;695;1,9476;750;112500
2612;13,95;53,01;22;1931;1009;407;2,75;445;153200
2613;13,98;52,99;41;1049;428;183;4,3571;198;287500
2614;13,99;53,03;35;1618;1449;398;1,6786;378;56500
2615;13,9;51,56;16;193;312;76;3,7578;45;137500
2616;13,87;51,56;34;1883;1227;424;3,8929;408;187500
2617;13,38;53,13;3;9488;4095;1335;5,1781;1417;191900
2618;13,64;53,33;34;2510;1516;542;3,8068;535;267000
2619;13,65;53,34;28;3580;1634;567;4,745;611;248600
2620;13,63;53,33;50;1187;907;246;1,9479;261;89500
2621;13,62;53,34;30;2139;742;242;11,806;260;500001
2622;14,25;52,43;38;1093;856;212;1,4279;256;73000
2623;14,24;52,43;9;1969;805;349;1,5491;406;62300
2624;13,51;51,67;34;1511;773;265;3,5313;272;142100
2625;13,86;51,44;32;2718;1156;410;5,2497;447;259300
2626;13,86;51,43;16;3746;1556;452;6,3303;508;299400
2627;13,17;51,74;22;2323;1301;478;2,7864;727;300000
2628;14,62;51,93;52;771;355;144;4,1458;147;143400
2629;13,91;53,28;27;4985;1928;742;6,4978;711;361500
2630;14,28;51,67;52;1542;939;276;1,6892;309;129100
2631;11,28;53,1;15;1010;470;342;3,2229;350;108300
2632;13,79;51,71;52;58;41;27;4,0972;52;500001
2633;12,31;52,81;30;4494;1883;680;5,766;667;186100
2634;11,62;53,07;27;4580;2252;850;4,7926;918;454400
2635;12,54;53,17;43;2131;910;389;2,5804;399;92100
2636;14,14;51,79;3;16533;7588;2285;3,9792;2549;122100
2637;12,57;52,15;39;2050;1959;485;2,1389;529;168900
2638;12,61;52,15;40;2198;1023;567;3,755;611;398300
2639;12,59;52,16;10;901;698;167;4,6648;163;156100
2640;12,56;52,15;16;667;267;90;5,6147;92;244700
2641;13,56;51,59;28;2965;1591;472;4,6375;533;178200
2642;14,05;52,78;15;8479;5008;1646;3,724;1759;131600
2643;14,01;52,78;49;893;468;181;3,875;177;140600
2644;13,99;52,79;49;1175;982;278;1,2937;307;52000
2645;14,02;52,78;34;4135;2154;742;4,9732;687;342300
2646;14,05;52,8;36;2057;658;309;7,866;329;500001
2647;14,01;52,79;26;4473;1518;805;5,0762;923;500001
2648;14,06;52,78;39;1921;2286;470;3,0167;483;130000
2649;14,01;52,77;21;3622;2503;720;3,8531;667;105400
2650;13,42;51,52;14;4039;1905;670;6,3303;669;303000
2651;13,4;51,51;16;3592;1740;629;3,0703;642;126000
2652;13,41;51,52;24;1576;1630;531;1,24;580;325000
2653;13,41;51,53;19;7023;3993;1412;5,0532;1538;218200
2654;13,41;51,51;16;3154;1837;793;1,9805;860;92900
2655;14,04;52,28;23;1443;1264;450;2,7543;521;220000
2656;14,02;52,24;31;372;479;67;3,5547;68;200000
2657;14,04;52,26;23;1920;1161;358;2,2109;454;73200
2658;14,06;52,3;16;3490;1628;535;4,8836;545;239900
2659;14,06;52,27;44;1917;754;257;12,4237;265;500001
2660;14,07;52,3;30;1096;741;229;3,8625;231;234700
2661;14,03;52,25;21;939;556;178;1,7196;176;75000
2662;14,05;52,26;10;8299;3827;1288;6,2579;1326;315500
2663;13,25;53;34;3903;2054;716;4,2731;717;218000
2664;11,92;53,17;49;1815;601;410;3,0571;495;418800
2665;11,91;53,16;26;1648;954;405;3,2895;378;335000
2666;11,45;53,1;35;2478;1333;427;5,2099;431;191400
2667;14,2;53,36;22;5791;2059;673;10,9201;706;500001
2668;14,44;51,66;32;3951;1916;740;2,6722;797;111500
2669;14,43;51,65;45;2747;1320;693;3,1576;699;333300
2670;12,7;52,51;42;1574;844;369;2,314;376;169400
2671;12,4;52,49;26;797;383;114;6,8758;117;253800
2672;13,31;51,64;35;2240;1394;396;3,1799;423;86700
2673;13,3;51,64;29;2205;1072;345;3,8056;366;165400
2674;14,11;51,58;36;2734;1308;441;5,9265;448;227300
2675;14,11;51,57;24;1877;898;483;2,2264;519;112500
2676;14,11;51,59;45;1879;946;409;3,3333;395;254700
2677;14,56;52,06;29;2476;1217;416;6,2045;434;393800
2678;12,68;52,16;27;2512;1861;511;4,2386;506;184200
2679;12,68;52,17;35;1363;1786;301;3,0804;302;313400
2680;11,87;52,93;30;2170;984;309;5,6916;318;500001
2681;11,86;52,94;45;121;67;27;2,9821;25;325000
2682;12,43;52,58;10;1391;1378;377;1,9049;420;222200
2683;12,42;52,59;17;3139;1612;516;3,3571;569;112300
2684;13,86;53,43;19;1809;2051;416;1,8144;477;49800
2685;13,85;53,41;14;4687;2436;779;4,5391;793;180900
2686;13,85;53,42;16;3031;1087;421;7,3732;438;287300
2687;12,45;52,94;52;4220;3731;892;3,1901;908;167600
2688;12,45;52,93;52;1871;646;284;8,2961;326;500001
2689;12,98;53,01;21;8416;4308;1341;4,4611;1386;164600
2690;14,48;51,81;18;3998;2071;660;4,3836;744;102000
2691;13,14;52,7;52;1860;1215;367;2,9554;400;136500
2692;13,13;52,7;47;1269;1628;325;1,5089;323;115800
2693;13,15;52,71;41;1251;1053;278;3,2778;279;150800
2694;13,14;52,72;34;3756;2237;686;3,7562;726;132900
2695;14,57;51,94;43;1005;492;172;2,6812;200;72800
2696;14,57;51,93;44;2314;796;388;3,4914;415;153900
